Id	Obec	Okres	Kraj	PSČ	X	Y
0817	Klopotovice	Prostějov	Olomoucký kraj	79821	17250	49446
0835	Kobylá nad Vidnavkou	Jeseník	Olomoucký kraj	79065	17123	50342
084C	Kojetín	Přerov	Olomoucký kraj	75201	17303	49352
084F	Kokory	Přerov	Olomoucký kraj	75105	17375	49494
085B	Kolšov	Šumperk	Olomoucký kraj	78821	16947	49903
085E	Komárov	Olomouc	Olomoucký kraj	78501	17241	49764
086D	Konice	Prostějov	Olomoucký kraj	79852	16889	49590
0872	Kopřivná	Šumperk	Olomoucký kraj	78833	16946	50046
0889	Kosov	Šumperk	Olomoucký kraj	78901	16798	49883
0891	Kostelec na Hané	Prostějov	Olomoucký kraj	79841	17058	49514
08C1	Koválovice-Osíčany	Prostějov	Olomoucký kraj	79829	17171	49284
08CE	Kozlov	Olomouc	Olomoucký kraj	77200	17535	49603
08E1	Kožušany-Tážaly	Olomouc	Olomoucký kraj	78375	17253	49537
08EC	Kralice na Hané	Prostějov	Olomoucký kraj	79812	17180	49463
091B	Krčmaň	Olomouc	Olomoucký kraj	77900	17344	49520
0923	Krchleby	Šumperk	Olomoucký kraj	78901	16833	49820
0936	Krumsín	Prostějov	Olomoucký kraj	79803	17001	49446
0946	Křelov-Břuchotín	Olomouc	Olomoucký kraj	78336	17195	49614
0950	Křenovice	Přerov	Olomoucký kraj	75201	17272	49330
0972	Křtomil	Přerov	Olomoucký kraj	75114	17626	49409
09D2	Laškov	Prostějov	Olomoucký kraj	79857	17002	49584
09DE	Lazníčky	Přerov	Olomoucký kraj	75125	17460	49545
09DF	Lazníky	Přerov	Olomoucký kraj	75125	17462	49524
0A03	Lesnice	Šumperk	Olomoucký kraj	78901	16941	49883
0A08	Lešany	Prostějov	Olomoucký kraj	79842	17024	49499
0A0D	Leština	Šumperk	Olomoucký kraj	78971	16927	49868
0A1C	Lhota	Přerov	Olomoucký kraj	75131	17614	49497
0A2D	Lhotka	Přerov	Olomoucký kraj	75124	17410	49499
0A39	Libavá (vojenský újezd)	Olomouc	Olomoucký kraj	78501	17523	49723
0A53	Libina	Šumperk	Olomoucký kraj	78805	17082	49876
0A67	Liboš	Olomouc	Olomoucký kraj	78313	17225	49691
0A82	Lipina	Olomouc	Olomoucký kraj	78501	17323	49741
0A83	Lipinka	Olomouc	Olomoucký kraj	78383	17050	49837
0A87	Lipník nad Bečvou	Přerov	Olomoucký kraj	75131	17586	49526
0A8D	Lipová	Prostějov	Olomoucký kraj	79845	16861	49526
0A8E	Lipová	Přerov	Olomoucký kraj	75114	17614	49409
0A91	Lipová-lázně	Jeseník	Olomoucký kraj	79061	17140	50227
0AA1	Líšná	Přerov	Olomoucký kraj	75115	17547	49411
0AA4	Líšnice	Šumperk	Olomoucký kraj	78985	16876	49755
0ABB	Litovel	Olomouc	Olomoucký kraj	78401	17076	49701
0AC3	Lobodice	Přerov	Olomoucký kraj	75101	17292	49395
0ADD	Loštice	Šumperk	Olomoucký kraj	78983	16929	49744
0ADF	Loučany	Olomouc	Olomoucký kraj	78344	17082	49601
0AE2	Loučka	Olomouc	Olomoucký kraj	78322	17011	49656
0AE6	Loučná nad Desnou	Šumperk	Olomoucký kraj	78811	17091	50071
0B00	Luběnice	Olomouc	Olomoucký kraj	78346	17120	49576
0B08	Luboměř pod Strážnou	Přerov	Olomoucký kraj	75362	17663	49689
0B10	Ludmírov	Prostějov	Olomoucký kraj	79855	16873	49641
