Id	Obec	Okres	Kraj	PSČ	X	Y
0B5F	Malečov	Ústí nad Labem	Ústecký kraj	40327	14119	50632
0B67	Malíč	Litoměřice	Ústecký kraj	41201	14082	50543
0B6D	Málkov	Chomutov	Ústecký kraj	43001	13333	50446
0B73	Malšovice	Děčín	Ústecký kraj	40502	14169	50735
0B7B	Mariánské Radčice	Most	Ústecký kraj	43532	13665	50574
0B7F	Markvartice	Děčín	Ústecký kraj	40742	14355	50775
0B85	Martiněves	Litoměřice	Ústecký kraj	41119	14152	50372
0B92	Mašťov	Chomutov	Ústecký kraj	43156	13280	50262
0B9B	Měděnec	Chomutov	Ústecký kraj	43184	13115	50421
0BA5	Měcholupy	Louny	Ústecký kraj	43931	13537	50266
0BAF	Merboltice	Děčín	Ústecký kraj	40502	14339	50684
0BB4	Měrunice	Teplice	Ústecký kraj	41804	13818	50480
0BC2	Meziboří	Most	Ústecký kraj	43513	13598	50621
0BD3	Michalovice	Litoměřice	Ústecký kraj	41201	14082	50536
0BD6	Mikulášovice	Děčín	Ústecký kraj	40779	14363	50965
0BDA	Mikulov	Teplice	Ústecký kraj	41901	13721	50687
0C0D	Miřejovice	Litoměřice	Ústecký kraj	41201	14109	50553
0C12	Místo	Chomutov	Ústecký kraj	43158	13267	50447
0C29	Mlékojedy	Litoměřice	Ústecký kraj	41201	14119	50526
0C2D	Mnetěš	Litoměřice	Ústecký kraj	41301	14281	50365
0C39	Modlany	Teplice	Ústecký kraj	41713	13895	50650
0C52	Moldava	Teplice	Ústecký kraj	41781	13657	50720
0C71	Most	Most	Ústecký kraj	43401	13633	50501
0C86	Mšené-lázně	Litoměřice	Ústecký kraj	41119	14127	50362
0CFA	Nepomyšl	Louny	Ústecký kraj	43971	13313	50218
0D1D	Nezabylice	Chomutov	Ústecký kraj	43001	13478	50424
0D54	Nová Ves	Louny	Ústecký kraj	44001	13842	50285
0D62	Nová Ves v Horách	Most	Ústecký kraj	43545	13482	50594
0D67	Nové Dvory	Litoměřice	Ústecký kraj	41301	14179	50447
0D77	Nové Sedlo	Louny	Ústecký kraj	43801	13474	50339
0D7C	Novosedlice	Teplice	Ústecký kraj	41731	13823	50656
0DA5	Obora	Louny	Ústecký kraj	44001	13863	50373
0DAA	Obrnice	Most	Ústecký kraj	43521	13695	50505
0DB2	Očihov	Louny	Ústecký kraj	43987	13460	50198
0DBC	Ohníč	Teplice	Ústecký kraj	41765	13844	50587
0DC9	Okounov	Chomutov	Ústecký kraj	43151	13106	50362
0DE5	Oleško	Litoměřice	Ústecký kraj	41201	14196	50480
0E16	Opočno	Louny	Ústecký kraj	44001	13735	50311
0E30	Osek	Teplice	Ústecký kraj	41705	13691	50622
0E73	Otvice	Chomutov	Ústecký kraj	43111	13450	50480
0E8A	Panenský Týnec	Louny	Ústecký kraj	43905	13917	50295
0E9D	Patokryje	Most	Ústecký kraj	43401	13705	50499
0EBF	Perštejn	Chomutov	Ústecký kraj	43163	13110	50381
0EC3	Peruc	Louny	Ústecký kraj	43907	13959	50342
0EC5	Pesvice	Chomutov	Ústecký kraj	43111	13484	50463
0EC8	Pětipsy	Chomutov	Ústecký kraj	43153	13349	50321
0ECB	Petrohrad	Louny	Ústecký kraj	43985	13446	50127
